"eventversion","useridentity","eventtime","eventsource","eventname","awsregion","sourceipaddress","useragent","requestparameters","responseelements","requestid","eventid","readonly","eventtype","managementevent","recipientaccountid","eventcategory","tlsdetails","resources","sharedeventid","errorcode","errormessage","sessioncredentialfromconsole","additionaleventdata","vpcendpointid","region","year","month","day"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:49:21Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""publicAccessBlock"": """", ""bucketName"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157"", ""Host"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157.s3.us-east-1.amazonaws.com""}",,"NXP9MT72CT23NNWG","ce9fc4a3-23ac-45bb-8cee-778dfd54121f","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157.s3.us-east-1.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::awslabs-resources-krxqqla59sui8d-us-east-1-022318916157""}]",,"AccessDenied","Access Denied",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""WofVGR4LEB7DNvp7l8br4GEf3VEzo6rx3WFg0e3NnpvXbjnSZjkzimrUEF9YBHPchLQe2f63a8k="", ""bytesTransferredOut"": 243}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:49:21Z","s3.amazonaws.com","GetBucketPolicyStatus","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""bucketName"": ""cloudtraildatabucket-us-east-1-5407312171935018"", ""Host"": ""cloudtraildatabucket-us-east-1-5407312171935018.s3.us-east-1.amazonaws.com"", ""policyStatus"": """"}",,"NXPENJB1YM6N4YTW","2a25ae35-4d0f-484f-b6e7-91e00e8c34af","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""cloudtraildatabucket-us-east-1-5407312171935018.s3.us-east-1.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::cloudtraildatabucket-us-east-1-5407312171935018""}]",,"NoSuchBucketPolicy","The bucket policy does not exist",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""OwIdeBnrc/Qm0cHrwnkUsiBc/DynjincSLfYXvRA014Rg1LGXUrSMfCng1DJQVrV/gIz0FNQnNE="", ""bytesTransferredOut"": 340}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:49:21Z","s3.amazonaws.com","GetBucketPolicyStatus","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""bucketName"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157"", ""Host"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157.s3.us-east-1.amazonaws.com"", ""policyStatus"": """"}",,"NXP0HWJ8MA8KESX6","4fb2eba7-9b52-4985-8256-eb58d469a22c","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157.s3.us-east-1.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::awslabs-resources-krxqqla59sui8d-us-east-1-022318916157""}]",,"AccessDenied","Access Denied",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""oiTpCcti+o2f18fpKFqj/TmcvSg9zB5AQP2lUjen3V/jCZ9IUrhwp/T23BXBW9Pz1/uAcw8ureA="", ""bytesTransferredOut"": 243}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:49:21Z","s3.amazonaws.com","GetBucketAcl","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""bucketName"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157"", ""Host"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157.s3.us-east-1.amazonaws.com"", ""acl"": """"}",,"NXP8QNZ4SSBD9A36","40a8c4f7-fb1f-4a7b-9176-b5a6d1b74089","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""awslabs-resources-krxqqla59sui8d-us-east-1-022318916157.s3.us-east-1.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::awslabs-resources-krxqqla59sui8d-us-east-1-022318916157""}]",,"AccessDenied","Access Denied",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""oq02e4VkVnNnOAQV9aAiwKCav21qOEjs67fjqbbcroIM+slOhOCDMEfbnPMDbjOi6GINcIJr0Vw="", ""bytesTransferredOut"": 243}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:00Z","s3.amazonaws.com","GetBucketPolicy","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.4.242-166.350.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""bucketName"": ""cloudtraildatabucket-us-east-1-5407312171935018"", ""Host"": ""s3.amazonaws.com"", ""policy"": """"}",,"3RGVQD5PY12T3MDR","fb9d4485-d296-47dc-927c-2d20386051ac","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""s3.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::cloudtraildatabucket-us-east-1-5407312171935018""}]",,"NoSuchBucketPolicy","The bucket policy does not exist",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""9FL72dtRDobLtvApwHpskXJ9sPMOtdO+AetmIQzqXg5F1IJy67UVNB3AFjG2iGC+n42E2bM3hdSpy9yw3P4l/w=="", ""bytesTransferredOut"": 352}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:01Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","10.252.21.47","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""Host"": ""022318916157.s3-control.us-east-1.amazonaws.com""}",,"GZ2RBPF53KVM0D5H","fa4c04cf-9006-4ff3-80dc-0c017da4ff8f","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""022318916157.s3-control.us-east-1.amazonaws.com""}",,,"NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""Vox/xmTJL5FjE22w5gVuCQ20YMXO7KF/nFoCjomz/+X1804yNgVfljdrNucWGX/Zx+aEYy/PJ1M="", ""bytesTransferredOut"": 371}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:29Z","s3.amazonaws.com","GetBucketWebsite","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.4.242-166.350.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""bucketName"": ""cloudtraildatabucket-us-east-1-5407312171935018"", ""website"": """", ""Host"": ""s3.amazonaws.com""}",,"3Z8SFK13F1YWTB4Y","5afeec37-106e-4756-8fe3-69da8a9156e4","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""s3.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::cloudtraildatabucket-us-east-1-5407312171935018""}]",,"NoSuchWebsiteConfiguration","The specified bucket does not have a website configuration",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""WMFG8Z+7ufHX9xsugG80ykLTVvAjQ4KlJEtl8LYR9RSq0O9SvQzzGeI8ln8+1Yp4qw3p3jvnMJY="", ""bytesTransferredOut"": 374}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:47Z","s3.amazonaws.com","GetBucketWebsite","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""bucketName"": ""cloudtraildatabucket-us-east-1-5407312171935018"", ""website"": """", ""Host"": ""s3.amazonaws.com""}",,"SWMKYGQ79V3AQ5M5","8af77b85-b343-48e9-b867-c5d0cd6ed5eb","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""s3.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::cloudtraildatabucket-us-east-1-5407312171935018""}]",,"NoSuchWebsiteConfiguration","The specified bucket does not have a website configuration",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""z0yToaNtAax6jKX+LtyaVBRTCp5UV6c57rlRDp60DGf83hKq0PO5aejPeswifoeyiW9+b/P7Qx4="", ""bytesTransferredOut"": 374}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:47Z","s3.amazonaws.com","GetBucketObjectLockConfiguration","us-east-1","129.205.124.157","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.12.488 Linux/5.10.184-153.731.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.372-b08 java/1.8.0_372 vendor/Oracle_Corporation cfg/retry-mode/standard]","{""bucketName"": ""cloudtraildatabucket-us-east-1-5407312171935018"", ""object-lock"": """", ""Host"": ""s3.amazonaws.com""}",,"SWMHMN46VN2RMZ5S","f9940436-dbc5-41e6-9611-2e5fa50b501e","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.2"", ""cipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""clientProvidedHostHeader"": ""s3.amazonaws.com""}","[{""accountId"": ""022318916157"", ""type"": ""AWS::S3::Bucket"", ""ARN"": ""arn:aws:s3:::cloudtraildatabucket-us-east-1-5407312171935018""}]",,"ObjectLockConfigurationNotFoundError","Object Lock configuration does not exist for this bucket",,"{""SignatureVersion"": ""SigV4"", ""CipherSuite"": ""ECDHE-RSA-AES128-GCM-SHA256"", ""bytesTransferredIn"": 0, ""AuthenticationMethod"": ""AuthHeader"", ""x-amz-id-2"": ""/PPrW89uaPi+G/0VEh6QkCUayY6riWSL7NeGaVHSrdYBZvcKgDWJMU9epJh/oMrqAWtbtgkZ36o="", ""bytesTransferredOut"": 382}","vpce-f40dc59d","us-east-1","2023","07","13"
"1.09","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6URNDQARO"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:52:48Z","cloudtrail.amazonaws.com","GetEventSelectors","us-east-1","129.205.124.157","AWS Internal",,,"683d44bc-67db-4774-af31-0af93b6be69a","338cf0df-69c8-4d29-bc9c-564e2ac219ec","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied","User: arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559 is not authorized to perform: cloudtrail:GetEventSelectors on resource: arn:aws:cloudtrail:us-east-1:372057409295:trail/AWSLabs-CloudtrailSubaccountAudit with an explicit deny in a service control policy","true",,,"us-east-1","2023","07","13"
"1.09","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6RMNA6H2Z"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:54:08Z","cloudtrail.amazonaws.com","GetTrailStatus","us-east-1","129.205.124.157","AWS Internal",,,"bf9cf9e9-7c9b-4b24-bd14-eedff76fc0d4","5dc739c6-eb65-4817-a3c9-e1758cdc7586","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied","User: arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559 is not authorized to perform: cloudtrail:GetTrailStatus on resource: arn:aws:cloudtrail:us-east-1:372057409295:trail/AWSLabs-CloudtrailSubaccountAudit with an explicit deny in a service control policy","true",,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6TTBQOY64"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:47:22Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"94e5cda2-ebe3-4416-800e-e0b626076466","b31ec45e-38de-4aa8-ba24-f222ca217b8e","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
